name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Elden Campbell,Brooklyn Nets,NJN,41,C,6-11,215,"July 23, 1968",us,14,Clemson University,/players/c/campbel01.html
Vince Carter,Brooklyn Nets,NJN,15,SF,6-6,220,"January 26, 1977",us,6,University of North Carolina,/players/c/cartevi01.html
Jason Collins,Brooklyn Nets,NJN,35,C,7-0,255,"December 2, 1978",us,3,Stanford University,/players/c/collija04.html
Kaniel Dickens,Brooklyn Nets,NJN,28,SF,6-8,215,"July 21, 1978",us,1,University of Idaho,/players/d/dickeka01.html
Donnell Harvey,Brooklyn Nets,NJN,44,PF,6-8,220,"August 26, 1980",us,4,University of Florida,/players/h/harvedo01.html
Richard Jefferson,Brooklyn Nets,NJN,24,SF,6-7,233,"June 21, 1980",us,3,University of Arizona,/players/j/jefferi01.html
Jason Kidd,Brooklyn Nets,NJN,5,PG,6-4,205,"March 23, 1973",us,10,University of California,/players/k/kiddja01.html
Nenad Krstic,Brooklyn Nets,NJN,12,PF,7-0,240,"July 25, 1983",rs,R,,/players/k/krstine01.html
Ron Mercer,Brooklyn Nets,NJN,1,SF,6-7,210,"May 18, 1976",us,7,University of Kentucky,/players/m/mercero01.html
Jerome Moiso,Brooklyn Nets,NJN,7,C,6-10,235,"June 15, 1978",fr,4,"University of California, Los Angeles",/players/m/moisoje01.html
Alonzo Mourning,Brooklyn Nets,NJN,33,PF,6-10,240,"February 8, 1970",us,11,Georgetown University,/players/m/mournal01.html
Zoran Planinic,Brooklyn Nets,NJN,10,PG,6-7,195,"September 12, 1982",ba,1,,/players/p/planizo01.html
Clifford Robinson,Brooklyn Nets,NJN,30,PF,6-10,225,"December 16, 1966",us,15,University of Connecticut,/players/r/robincl02.html
Brian Scalabrine,Brooklyn Nets,NJN,21,PF,6-9,241,"March 18, 1978",us,3,University of Southern California,/players/s/scalabr01.html
Jabari Smith,Brooklyn Nets,NJN,55,PF,6-11,250,"February 12, 1977",us,3,Louisiana State University,/players/s/smithja01.html
Awvee Storey,Brooklyn Nets,NJN,26,SG,6-6,222,"April 18, 1977",us,R,Arizona State University,/players/s/storeaw01.html
Billy Thomas,Brooklyn Nets,NJN,20,SF,6-4,208,"December 23, 1975",us,R,University of Kansas,/players/t/thomabi01.html
Jacque Vaughn,Brooklyn Nets,NJN,11,SG,6-1,190,"February 11, 1975",us,7,University of Kansas,/players/v/vaughja01.html
Aaron Williams,Brooklyn Nets,NJN,34,C,6-9,220,"October 2, 1971",us,10,Xavier University,/players/w/williaa01.html
Eric Williams,Brooklyn Nets,NJN,17,SG,6-8,220,"July 17, 1972",us,9,Providence College,/players/w/willier01.html
Cory Alexander,Charlotte Hornets,CHA,12,SG,6-1,185,"June 22, 1973",us,6,University of Virginia,/players/a/alexaco01.html
Malik Allen,Charlotte Hornets,CHA,35,PF,6-10,255,"June 27, 1978",us,3,Villanova University,/players/a/allenma01.html
Keith Bogans,Charlotte Hornets,CHA,10,SG,6-5,215,"May 12, 1980",us,1,University of Kentucky,/players/b/boganke01.html
Primoz Brezec,Charlotte Hornets,CHA,7,C,7-2,252,"October 2, 1979",si,3,,/players/b/brezepr01.html
Matt Carroll,Charlotte Hornets,CHA,13,SG,6-6,212,"August 28, 1980",us,1,University of Notre Dame,/players/c/carroma01.html
Melvin Ely,Charlotte Hornets,CHA,2,PF,6-10,260,"May 2, 1978",us,2,"California State University, Fresno",/players/e/elyme01.html
Jason Hart,Charlotte Hornets,CHA,1,PG,6-3,185,"April 29, 1978",us,3,Syracuse University,/players/h/hartja01.html
Eddie House,Charlotte Hornets,CHA,5,SG,6-1,180,"May 14, 1978",us,4,Arizona State University,/players/h/houseed01.html
Jason Kapono,Charlotte Hornets,CHA,24,SF,6-8,213,"February 4, 1981",us,1,"University of California, Los Angeles",/players/k/kaponja01.html
Brevin Knight,Charlotte Hornets,CHA,22,PG,5-10,173,"November 8, 1975",us,7,Stanford University,/players/k/knighbr01.html
Emeka Okafor,Charlotte Hornets,CHA,50,PF,6-10,252,"September 28, 1982",us,R,University of Connecticut,/players/o/okafoem01.html
Bernard Robinson,Charlotte Hornets,CHA,21,SG,6-6,210,"December 26, 1980",us,R,University of Michigan,/players/r/robinbe01.html
Kareem Rush,Charlotte Hornets,CHA,4,SG,6-6,215,"October 30, 1980",us,2,University of Missouri,/players/r/rushka01.html
Jamal Sampson,Charlotte Hornets,CHA,31,PF,6-11,235,"May 15, 1983",us,2,University of California,/players/s/sampsja01.html
Tamar Slay,Charlotte Hornets,CHA,32,SG,6-8,215,"April 2, 1980",us,2,Marshall University,/players/s/slayta01.html
Steve Smith,Charlotte Hornets,CHA,8,SG,6-7,200,"March 31, 1969",us,13,Michigan State University,/players/s/smithst01.html
Theron Smith,Charlotte Hornets,CHA,0,SF,6-8,225,"October 3, 1980",us,1,Ball State University,/players/s/smithth01.html
Gerald Wallace,Charlotte Hornets,CHA,3,SF,6-7,215,"July 23, 1982",us,3,University of Alabama,/players/w/wallage01.html
Jahidi White,Charlotte Hornets,CHA,55,C,6-9,290,"February 19, 1976",us,6,Georgetown University,/players/w/whiteja01.html
Tyson Chandler,Chicago Bulls,CHI,3,C,7-1,240,"October 2, 1982",us,3,,/players/c/chandty01.html
Eddy Curry,Chicago Bulls,CHI,2,C,7-0,295,"December 5, 1982",us,3,,/players/c/curryed01.html
Antonio Davis,Chicago Bulls,CHI,34,PF,6-9,215,"October 31, 1968",us,11,University of Texas at El Paso,/players/d/davisan01.html
Luol Deng,Chicago Bulls,CHI,9,SF,6-9,220,"April 16, 1985",ss,R,Duke University,/players/d/denglu01.html
Chris Duhon,Chicago Bulls,CHI,21,PG,6-1,185,"August 31, 1982",us,R,Duke University,/players/d/duhonch01.html
Lawrence Funderburke,Chicago Bulls,CHI,51,PF,6-9,230,"December 15, 1970",us,6,Ohio State University,/players/f/fundela01.html
Ben Gordon,Chicago Bulls,CHI,7,SG,6-3,200,"April 4, 1983",gb,R,University of Connecticut,/players/g/gordobe01.html
Adrian Griffin,Chicago Bulls,CHI,44,SF,6-5,217,"July 4, 1974",us,5,Seton Hall University,/players/g/griffad01.html
Othella Harrington,Chicago Bulls,CHI,24,PF,6-9,235,"January 31, 1974",us,8,Georgetown University,/players/h/harriot01.html
Kirk Hinrich,Chicago Bulls,CHI,12,PG,6-4,190,"January 2, 1981",us,1,University of Kansas,/players/h/hinriki01.html
Andres Nocioni,Chicago Bulls,CHI,5,SF,6-7,225,"November 30, 1979",ar,R,,/players/n/nocioan01.html
Jannero Pargo,Chicago Bulls,CHI,15,PG,6-1,175,"October 22, 1979",us,2,University of Arkansas,/players/p/pargoja01.html
Eric Piatkowski,Chicago Bulls,CHI,52,SG,6-7,215,"September 30, 1970",us,10,University of Nebraska,/players/p/piatker01.html
Jared Reiner,Chicago Bulls,CHI,35,C,6-11,255,"April 8, 1982",us,R,University of Iowa,/players/r/reineja01.html
Frank Williams,Chicago Bulls,CHI,30,SG,6-3,212,"February 25, 1980",us,2,University of Illinois at Urbana-Champaign,/players/w/willifr02.html
DeSagana Diop,Cleveland Cavaliers,CLE,52,C,7-0,300,"January 30, 1982",sn,3,,/players/d/diopde01.html
Drew Gooden,Cleveland Cavaliers,CLE,90,PF,6-10,250,"September 24, 1981",us,2,University of Kansas,/players/g/goodedr01.html
Lucious Harris,Cleveland Cavaliers,CLE,12,SG,6-5,190,"December 18, 1970",us,11,"California State University, Long Beach",/players/h/harrilu01.html
Zydrunas Ilgauskas,Cleveland Cavaliers,CLE,11,C,7-3,238,"June 5, 1975",lt,6,,/players/i/ilgauzy01.html
Luke Jackson,Cleveland Cavaliers,CLE,33,SF,6-7,215,"November 6, 1981",us,R,University of Oregon,/players/j/jackslu02.html
LeBron James,Cleveland Cavaliers,CLE,23,SF,6-8,250,"December 30, 1984",us,1,,/players/j/jamesle01.html
Jeff McInnis,Cleveland Cavaliers,CLE,0,PG,6-4,190,"October 22, 1974",us,7,University of North Carolina,/players/m/mcinnje01.html
Jerome Moiso,Cleveland Cavaliers,CLE,6,PF,6-10,235,"June 15, 1978",fr,4,"University of California, Los Angeles",/players/m/moisoje01.html
Ira Newble,Cleveland Cavaliers,CLE,14,SG,6-7,220,"January 20, 1975",us,4,Miami University,/players/n/newblir01.html
Sasha Pavlovic,Cleveland Cavaliers,CLE,3,SG,6-8,220,"November 15, 1983",me,1,,/players/p/pavloal01.html
Eric Snow,Cleveland Cavaliers,CLE,20,SG,6-3,190,"April 24, 1973",us,9,Michigan State University,/players/s/snower01.html
Robert Traylor,Cleveland Cavaliers,CLE,32,C,6-8,284,"February 1, 1977",us,6,University of Michigan,/players/t/traylro01.html
Anderson Varejao,Cleveland Cavaliers,CLE,17,PF,6-10,273,"September 28, 1982",br,R,,/players/v/varejan01.html
Dajuan Wagner,Cleveland Cavaliers,CLE,2,SG,6-2,200,"February 4, 1983",us,2,University of Memphis,/players/w/wagneda02.html
Jiri Welsch,Cleveland Cavaliers,CLE,44,SF,6-7,208,"January 27, 1980",cz,2,,/players/w/welscji01.html
Scott Williams,Cleveland Cavaliers,CLE,47,C,6-10,230,"March 21, 1968",us,14,University of North Carolina,/players/w/willisc01.html
Darrell Armstrong,Dallas Mavericks,DAL,10,PG,6-0,170,"June 22, 1968",us,10,Fayetteville State University,/players/a/armstda01.html
Calvin Booth,Dallas Mavericks,DAL,52,C,6-11,230,"May 7, 1976",us,5,Pennsylvania State University,/players/b/boothca01.html
Shawn Bradley,Dallas Mavericks,DAL,44,C,7-6,235,"March 22, 1972",de,11,Brigham Young University,/players/b/bradlsh01.html
Erick Dampier,Dallas Mavericks,DAL,25,C,6-11,265,"July 14, 1975",us,8,Mississippi State University,/players/d/dampier01.html
Marquis Daniels,Dallas Mavericks,DAL,6,SG,6-6,200,"January 7, 1981",us,1,Auburn University,/players/d/daniema01.html
Dan Dickau,Dallas Mavericks,DAL,21,PG,6-0,190,"September 16, 1978",us,2,Gonzaga University,/players/d/dickada01.html
Michael Finley,Dallas Mavericks,DAL,4,SG,6-7,215,"March 6, 1973",us,9,University of Wisconsin,/players/f/finlemi01.html
Devin Harris,Dallas Mavericks,DAL,34,PG,6-3,192,"February 27, 1983",us,R,University of Wisconsin,/players/h/harride01.html
Alan Henderson,Dallas Mavericks,DAL,50,PF,6-9,235,"December 2, 1972",us,9,Indiana University,/players/h/hendeal01.html
Josh Howard,Dallas Mavericks,DAL,5,SF,6-7,210,"April 28, 1980",us,1,Wake Forest University,/players/h/howarjo01.html
Didier Ilunga-Mbenga,Dallas Mavericks,DAL,28,C,7-0,245,"December 30, 1980",cd,R,,/players/m/mbengdj01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,6,,/players/n/nowitdi01.html
Pavel Podkolzin,Dallas Mavericks,DAL,24,C,7-5,260,"January 15, 1985",ru,R,,/players/p/podkopa01.html
Jerry Stackhouse,Dallas Mavericks,DAL,42,SG,6-6,218,"November 5, 1974",us,9,University of North Carolina,/players/s/stackje01.html
Jason Terry,Dallas Mavericks,DAL,31,PG,6-2,185,"September 15, 1977",us,5,University of Arizona,/players/t/terryja01.html
Keith Van Horn,Dallas Mavericks,DAL,2,PF,6-10,220,"October 23, 1975",us,7,University of Utah,/players/v/vanhoke01.html
Carmelo Anthony,Denver Nuggets,DEN,15,SF,6-8,240,"May 29, 1984",us,1,Syracuse University,/players/a/anthoca01.html
Earl Boykins,Denver Nuggets,DEN,11,PG,5-5,135,"June 2, 1976",us,6,Eastern Michigan University,/players/b/boykiea01.html
Greg Buckner,Denver Nuggets,DEN,7,SG,6-4,210,"September 16, 1976",us,5,Clemson University,/players/b/buckngr01.html
Marcus Camby,Denver Nuggets,DEN,23,C,6-11,220,"March 22, 1974",us,8,University of Massachusetts Amherst,/players/c/cambyma01.html
Francisco Elson,Denver Nuggets,DEN,56,C,7-0,235,"February 28, 1976",nl,1,University of California,/players/e/elsonfr01.html
Luis Flores,Denver Nuggets,DEN,12,PG,6-2,200,"April 11, 1981",do,R,Manhattan College,/players/f/florelu01.html
Nene Hilario,Denver Nuggets,DEN,31,C,6-11,250,"September 13, 1982",br,2,,/players/h/hilarne01.html
DerMarr Johnson,Denver Nuggets,DEN,3,SG,6-9,201,"May 5, 1980",us,3,University of Cincinnati,/players/j/johnsde03.html
Voshon Lenard,Denver Nuggets,DEN,1,SG,6-4,205,"May 14, 1973",us,9,University of Minnesota,/players/l/lenarvo01.html
Kenyon Martin,Denver Nuggets,DEN,6,PF,6-9,234,"December 30, 1977",us,4,University of Cincinnati,/players/m/martike01.html
Andre Miller,Denver Nuggets,DEN,24,PG,6-3,200,"March 19, 1976",us,5,University of Utah,/players/m/millean02.html
Eduardo Najera,Denver Nuggets,DEN,21,PF,6-8,240,"July 11, 1976",mx,4,University of Oklahoma,/players/n/najered01.html
Wesley Person,Denver Nuggets,DEN,10,SF,6-6,195,"March 28, 1971",us,10,Auburn University,/players/p/persowe01.html
Mark Pope,Denver Nuggets,DEN,41,PF,6-10,235,"September 11, 1972",us,5,University of Kentucky,/players/p/popema01.html
Bryon Russell,Denver Nuggets,DEN,9,SF,6-7,225,"December 31, 1970",us,11,"California State University, Long Beach",/players/r/russebr01.html
Nikoloz Tskitishvili,Denver Nuggets,DEN,22,PF,7-0,225,"April 14, 1983",ge,2,,/players/t/tskitni01.html
Rodney White,Denver Nuggets,DEN,5,SF,6-9,238,"June 28, 1980",us,3,University of North Carolina at Charlotte,/players/w/whitero02.html
Carlos Arroyo,Detroit Pistons,DET,30,PG,6-2,202,"July 30, 1979",pr,3,Florida International University,/players/a/arroyca01.html
Chauncey Billups,Detroit Pistons,DET,1,PG,6-3,202,"September 25, 1976",us,7,University of Colorado,/players/b/billuch01.html
Elden Campbell,Detroit Pistons,DET,41,C,6-11,215,"July 23, 1968",us,14,Clemson University,/players/c/campbel01.html
Derrick Coleman,Detroit Pistons,DET,44,C,6-10,230,"June 21, 1967",us,14,Syracuse University,/players/c/colemde01.html
Carlos Delfino,Detroit Pistons,DET,20,SG,6-6,230,"August 29, 1982",ar,R,,/players/d/delfica01.html
Ronald Dupree,Detroit Pistons,DET,12,SF,6-7,209,"January 26, 1981",us,1,Louisiana State University,/players/d/duprero01.html
Anthony Goldwire,Detroit Pistons,DET,7,PG,6-1,182,"September 6, 1971",us,6,University of Houston,/players/g/goldwan01.html
Darvin Ham,Detroit Pistons,DET,8,SF,6-7,220,"July 23, 1973",us,7,Texas Tech University,/players/h/hamda01.html
Richard Hamilton,Detroit Pistons,DET,32,SG,6-6,185,"February 14, 1978",us,5,University of Connecticut,/players/h/hamilri01.html
Lindsey Hunter,Detroit Pistons,DET,10,SG,6-2,170,"December 3, 1970",us,11,Jackson State University,/players/h/hunteli01.html
Horace Jenkins,Detroit Pistons,DET,5,PG,6-1,180,"October 14, 1974",us,R,William Paterson University,/players/j/jenkiho01.html
Antonio McDyess,Detroit Pistons,DET,24,PF,6-9,220,"September 7, 1974",us,8,University of Alabama,/players/m/mcdyean01.html
Darko Milicic,Detroit Pistons,DET,31,C,7-0,250,"June 20, 1985",rs,1,,/players/m/milicda01.html
Smush Parker,Detroit Pistons,DET,7,PG,6-4,190,"June 1, 1981",us,1,Fordham University,/players/p/parkesm01.html
Tayshaun Prince,Detroit Pistons,DET,22,SF,6-9,212,"February 28, 1980",us,2,University of Kentucky,/players/p/princta01.html
Ben Wallace,Detroit Pistons,DET,3,C,6-9,240,"September 10, 1974",us,8,Virginia Union University,/players/w/wallabe01.html
Rasheed Wallace,Detroit Pistons,DET,36,PF,6-10,225,"September 17, 1974",us,9,University of North Carolina,/players/w/wallara01.html
Andris Biedrins,Golden State Warriors,GSW,15,C,6-11,240,"April 2, 1986",lv,R,,/players/b/biedran01.html
Zarko Cabarkapa,Golden State Warriors,GSW,11,PF,6-11,235,"May 21, 1981",rs,1,,/players/c/cabarza01.html
Calbert Cheaney,Golden State Warriors,GSW,40,SG,6-7,209,"July 17, 1971",us,11,Indiana University,/players/c/cheanca01.html
Speedy Claxton,Golden State Warriors,GSW,10,PG,5-11,166,"May 8, 1978",us,3,Hofstra University,/players/c/claxtsp01.html
Baron Davis,Golden State Warriors,GSW,5,PG,6-3,209,"April 13, 1979",us,5,"University of California, Los Angeles",/players/d/davisba01.html
Dale Davis,Golden State Warriors,GSW,32,C,6-11,230,"March 25, 1969",us,13,Clemson University,/players/d/davisda01.html
Mike Dunleavy,Golden State Warriors,GSW,34,SF,6-9,230,"September 15, 1980",us,2,Duke University,/players/d/dunlemi02.html
Derek Fisher,Golden State Warriors,GSW,4,PG,6-1,200,"August 9, 1974",us,8,University of Arkansas at Little Rock,/players/f/fishede01.html
Luis Flores,Golden State Warriors,GSW,6,PG,6-2,200,"April 11, 1981",do,R,Manhattan College,/players/f/florelu01.html
Adonal Foyle,Golden State Warriors,GSW,31,C,6-10,250,"March 9, 1975",vc,7,Colgate University,/players/f/foylead01.html
Troy Murphy,Golden State Warriors,GSW,1,PF,6-11,245,"May 2, 1980",us,3,University of Notre Dame,/players/m/murphtr01.html
Eduardo Najera,Golden State Warriors,GSW,21,PF,6-8,240,"July 11, 1976",mx,4,University of Oklahoma,/players/n/najered01.html
Mickael Pietrus,Golden State Warriors,GSW,2,SF,6-6,215,"February 7, 1982",gp,1,,/players/p/pietrmi01.html
Jason Richardson,Golden State Warriors,GSW,23,SG,6-6,220,"January 20, 1981",us,3,Michigan State University,/players/r/richaja01.html
Clifford Robinson,Golden State Warriors,GSW,3,C,6-10,225,"December 16, 1966",us,15,University of Connecticut,/players/r/robincl02.html
Ansu Sesay,Golden State Warriors,GSW,5,SF,6-9,225,"July 29, 1976",us,3,University of Mississippi,/players/s/sesayan01.html
Nikoloz Tskitishvili,Golden State Warriors,GSW,20,PF,7-0,225,"April 14, 1983",ge,2,,/players/t/tskitni01.html
Rodney White,Golden State Warriors,GSW,3,SF,6-9,238,"June 28, 1980",us,3,University of North Carolina at Charlotte,/players/w/whitero02.html
Vin Baker,Houston Rockets,HOU,42,C,6-11,232,"November 23, 1971",us,11,University of Hartford,/players/b/bakervi01.html
Andre Barrett,Houston Rockets,HOU,12,PG,5-10,172,"February 21, 1982",us,R,Seton Hall University,/players/b/barrean01.html
Jon Barry,Houston Rockets,HOU,20,SG,6-4,195,"July 25, 1969",us,12,Georgia Institute of Technology,/players/b/barryjo01.html
Ryan Bowen,Houston Rockets,HOU,40,SF,6-7,215,"November 20, 1975",us,5,University of Iowa,/players/b/bowenry01.html
Torraye Braggs,Houston Rockets,HOU,32,PF,6-8,245,"May 15, 1976",us,1,Xavier University,/players/b/braggto01.html
Reece Gaines,Houston Rockets,HOU,4,PG,6-6,205,"January 7, 1981",us,1,University of Louisville,/players/g/gainere01.html
Juwan Howard,Houston Rockets,HOU,5,PF,6-9,240,"February 7, 1973",us,10,University of Michigan,/players/h/howarju01.html
Jim Jackson,Houston Rockets,HOU,21,SF,6-6,220,"October 14, 1970",us,12,Ohio State University,/players/j/jacksji01.html
Mike James,Houston Rockets,HOU,13,PG,6-2,188,"June 23, 1975",us,3,Duquesne University,/players/j/jamesmi01.html
Brandin Knight,Houston Rockets,HOU,10,PG,6-0,180,"December 16, 1981",us,R,University of Pittsburgh,/players/k/knighbr02.html
Tyronn Lue,Houston Rockets,HOU,10,PG,6-0,175,"May 3, 1977",us,6,University of Nebraska,/players/l/luety01.html
Tracy McGrady,Houston Rockets,HOU,1,SF,6-8,210,"May 24, 1979",us,7,,/players/m/mcgratr01.html
Yao Ming,Houston Rockets,HOU,11,C,7-6,310,"September 12, 1980",cn,2,,/players/m/mingya01.html
Dikembe Mutombo,Houston Rockets,HOU,55,C,7-2,245,"June 25, 1966",cd,13,Georgetown University,/players/m/mutomdi01.html
Bostjan Nachbar,Houston Rockets,HOU,9,SF,6-9,221,"July 3, 1980",si,2,,/players/n/nachbbo01.html
Moochie Norris,Houston Rockets,HOU,25,PG,6-1,175,"July 27, 1973",us,7,University of West Florida,/players/n/norrimo01.html
Scott Padgett,Houston Rockets,HOU,35,PF,6-9,240,"April 19, 1976",us,5,University of Kentucky,/players/p/padgesc01.html
Rod Strickland,Houston Rockets,HOU,31,PG,6-3,175,"July 11, 1966",us,16,DePaul University,/players/s/stricro02.html
Bob Sura,Houston Rockets,HOU,3,PG,6-5,200,"March 25, 1973",us,9,Florida State University,/players/s/surabo01.html
Maurice Taylor,Houston Rockets,HOU,2,PF,6-9,260,"October 30, 1976",us,6,University of Michigan,/players/t/tayloma01.html
Charlie Ward,Houston Rockets,HOU,17,PG,6-2,190,"October 12, 1970",us,10,Florida State University,/players/w/wardch01.html
Clarence Weatherspoon,Houston Rockets,HOU,30,PF,6-6,240,"September 8, 1970",us,12,University of Southern Mississippi,/players/w/weathcl01.html
David Wesley,Houston Rockets,HOU,7,SG,6-0,190,"November 14, 1970",us,11,Baylor University,/players/w/wesleda01.html
Jonathan Bender,Indiana Pacers,IND,24,SF,6-11,202,"January 30, 1981",us,5,,/players/b/bendejo01.html
Austin Croshere,Indiana Pacers,IND,44,PF,6-9,235,"May 1, 1975",us,7,Providence College,/players/c/croshau01.html
Michael Curry,Indiana Pacers,IND,12,SF,6-5,210,"August 22, 1968",us,10,Georgia Southern University,/players/c/currymi01.html
Dale Davis,Indiana Pacers,IND,32,C,6-11,230,"March 25, 1969",us,13,Clemson University,/players/d/davisda01.html
John Edwards,Indiana Pacers,IND,54,C,7-0,275,"July 31, 1981",us,R,Kent State University,/players/e/edwarjo01.html
Jeff Foster,Indiana Pacers,IND,10,C,6-11,236,"January 16, 1977",us,5,Texas State University,/players/f/fosteje01.html
Tremaine Fowlkes,Indiana Pacers,IND,3,SF,6-8,220,"April 11, 1976",us,3,"California State University, Fresno",/players/f/fowlktr01.html
Eddie Gill,Indiana Pacers,IND,4,PG,6-0,190,"August 16, 1978",us,3,Weber State University,/players/g/gilled01.html
Marcus Haislip,Indiana Pacers,IND,2,PF,6-10,230,"December 22, 1980",us,2,University of Tennessee,/players/h/haislma01.html
David Harrison,Indiana Pacers,IND,13,C,7-0,280,"August 15, 1982",us,R,University of Colorado,/players/h/harrida01.html
Stephen Jackson,Indiana Pacers,IND,1,SF,6-8,218,"April 5, 1978",us,4,Butler County Community College,/players/j/jacksst02.html
Britton Johnsen,Indiana Pacers,IND,32,SF,6-10,210,"July 8, 1979",us,1,University of Utah,/players/j/johnsbr01.html
Anthony Johnson,Indiana Pacers,IND,8,PG,6-3,190,"October 2, 1974",us,7,College of Charleston,/players/j/johnsan02.html
Fred Jones,Indiana Pacers,IND,20,SG,6-4,210,"March 11, 1979",us,2,University of Oregon,/players/j/jonesfr01.html
James Jones,Indiana Pacers,IND,33,SF,6-8,218,"October 4, 1980",us,1,University of Miami,/players/j/jonesja02.html
Reggie Miller,Indiana Pacers,IND,31,SG,6-7,185,"August 24, 1965",us,17,"University of California, Los Angeles",/players/m/millere01.html
