name,team,short_team,number,pos,height,weight,birth_date,birth_country,years_experience,college_name,uri
Darrell Armstrong,Brooklyn Nets,NJN,10,PG,6-0,170,"June 22, 1968",us,13,Fayetteville State University,/players/a/armstda01.html
Josh Boone,Brooklyn Nets,NJN,2,PF,6-10,237,"November 21, 1984",us,1,University of Connecticut,/players/b/boonejo01.html
Vince Carter,Brooklyn Nets,NJN,15,SG,6-6,220,"January 26, 1977",us,9,University of North Carolina,/players/c/cartevi01.html
Jason Collins,Brooklyn Nets,NJN,35,C,7-0,255,"December 2, 1978",us,6,Stanford University,/players/c/collija04.html
DeSagana Diop,Brooklyn Nets,NJN,14,C,7-0,300,"January 30, 1982",sn,6,,/players/d/diopde01.html
Eddie Gill,Brooklyn Nets,NJN,8,PG,6-0,190,"August 16, 1978",us,5,Weber State University,/players/g/gilled01.html
Devin Harris,Brooklyn Nets,NJN,34,PG,6-3,192,"February 27, 1983",us,3,University of Wisconsin,/players/h/harride01.html
Trenton Hassell,Brooklyn Nets,NJN,44,SG,6-5,200,"March 4, 1979",us,6,Austin Peay State University,/players/h/hassetr01.html
Richard Jefferson,Brooklyn Nets,NJN,24,SF,6-7,233,"June 21, 1980",us,6,University of Arizona,/players/j/jefferi01.html
Jason Kidd,Brooklyn Nets,NJN,5,PG,6-4,205,"March 23, 1973",us,13,University of California,/players/k/kiddja01.html
Nenad Krstic,Brooklyn Nets,NJN,12,C,7-0,240,"July 25, 1983",rs,3,,/players/k/krstine01.html
Jamaal Magloire,Brooklyn Nets,NJN,20,C,6-11,259,"May 21, 1978",ca,7,University of Kentucky,/players/m/magloja01.html
Bostjan Nachbar,Brooklyn Nets,NJN,7,PF,6-9,221,"July 3, 1980",si,5,,/players/n/nachbbo01.html
Stromile Swift,Brooklyn Nets,NJN,6,PF,6-9,225,"November 21, 1979",us,7,Louisiana State University,/players/s/swiftst01.html
Billy Thomas,Brooklyn Nets,NJN,22,SF,6-4,208,"December 23, 1975",us,2,University of Kansas,/players/t/thomabi01.html
Marcus Williams,Brooklyn Nets,NJN,1,PG,6-3,205,"December 3, 1985",us,1,University of Connecticut,/players/w/willima03.html
Sean Williams,Brooklyn Nets,NJN,51,C,6-10,235,"September 13, 1986",us,R,Boston College,/players/w/willise01.html
Antoine Wright,Brooklyn Nets,NJN,21,SG,6-7,210,"February 6, 1984",us,2,Texas A&M University,/players/w/wrighan01.html
Derek Anderson,Charlotte Hornets,CHA,1,SG,6-5,194,"July 18, 1974",us,10,University of Kentucky,/players/a/anderde01.html
Earl Boykins,Charlotte Hornets,CHA,11,PG,5-5,135,"June 2, 1976",us,9,Eastern Michigan University,/players/b/boykiea01.html
Primoz Brezec,Charlotte Hornets,CHA,7,C,7-2,252,"October 2, 1979",si,6,,/players/b/brezepr01.html
Matt Carroll,Charlotte Hornets,CHA,13,SG,6-6,212,"August 28, 1980",us,4,University of Notre Dame,/players/c/carroma01.html
Jermareo Davidson,Charlotte Hornets,CHA,33,SF,6-10,230,"November 15, 1984",us,R,University of Alabama,/players/d/davidje01.html
Jared Dudley,Charlotte Hornets,CHA,4,PF,6-7,225,"July 10, 1985",us,R,Boston College,/players/d/dudleja01.html
Raymond Felton,Charlotte Hornets,CHA,20,PG,6-1,205,"June 26, 1984",us,2,University of North Carolina,/players/f/feltora01.html
Othella Harrington,Charlotte Hornets,CHA,24,C,6-9,235,"January 31, 1974",us,11,Georgetown University,/players/h/harriot01.html
Walter Herrmann,Charlotte Hornets,CHA,5,PF,6-9,225,"June 26, 1979",ar,1,,/players/h/herrmwa01.html
Ryan Hollins,Charlotte Hornets,CHA,15,PF,7-0,240,"October 10, 1984",us,1,"University of California, Los Angeles",/players/h/holliry01.html
Jeff McInnis,Charlotte Hornets,CHA,0,PG,6-4,190,"October 22, 1974",us,10,University of North Carolina,/players/m/mcinnje01.html
Nazr Mohammed,Charlotte Hornets,CHA,6,C,6-10,221,"September 5, 1977",us,9,University of Kentucky,/players/m/mohamna01.html
Emeka Okafor,Charlotte Hornets,CHA,50,C,6-10,252,"September 28, 1982",us,3,University of Connecticut,/players/o/okafoem01.html
Jason Richardson,Charlotte Hornets,CHA,23,SF,6-6,220,"January 20, 1981",us,6,Michigan State University,/players/r/richaja01.html
Gerald Wallace,Charlotte Hornets,CHA,3,PF,6-7,215,"July 23, 1982",us,6,University of Alabama,/players/w/wallage01.html
Shannon Brown,Chicago Bulls,CHI,6,SG,6-4,205,"November 29, 1985",us,1,Michigan State University,/players/b/brownsh01.html
Luol Deng,Chicago Bulls,CHI,9,SF,6-9,220,"April 16, 1985",ss,3,Duke University,/players/d/denglu01.html
Chris Duhon,Chicago Bulls,CHI,21,PG,6-1,185,"August 31, 1982",us,3,Duke University,/players/d/duhonch01.html
Thomas Gardner,Chicago Bulls,CHI,31,SG,6-5,225,"February 8, 1985",us,R,University of Missouri,/players/g/gardnth01.html
Drew Gooden,Chicago Bulls,CHI,90,PF,6-10,250,"September 24, 1981",us,5,University of Kansas,/players/g/goodedr01.html
Ben Gordon,Chicago Bulls,CHI,7,SG,6-3,200,"April 4, 1983",gb,3,University of Connecticut,/players/g/gordobe01.html
Aaron Gray,Chicago Bulls,CHI,34,C,7-0,270,"December 7, 1984",us,R,University of Pittsburgh,/players/g/grayaa01.html
Adrian Griffin,Chicago Bulls,CHI,44,SG,6-5,217,"July 4, 1974",us,8,Seton Hall University,/players/g/griffad01.html
Kirk Hinrich,Chicago Bulls,CHI,12,PG,6-4,190,"January 2, 1981",us,4,University of Kansas,/players/h/hinriki01.html
Larry Hughes,Chicago Bulls,CHI,32,SG,6-5,184,"January 23, 1979",us,9,Saint Louis University,/players/h/hughela01.html
Viktor Khryapa,Chicago Bulls,CHI,38,PF,6-9,210,"August 3, 1982",ua,3,,/players/k/khryavi01.html
Demetris Nichols,Chicago Bulls,CHI,35,SF,6-8,216,"September 4, 1984",us,R,Syracuse University,/players/n/nichode01.html
Joakim Noah,Chicago Bulls,CHI,13,C,6-11,230,"February 25, 1985",us,R,University of Florida,/players/n/noahjo01.html
Andres Nocioni,Chicago Bulls,CHI,5,SF,6-7,225,"November 30, 1979",ar,3,,/players/n/nocioan01.html
Thabo Sefolosha,Chicago Bulls,CHI,2,SG,6-7,220,"May 2, 1984",ch,1,,/players/s/sefolth01.html
Cedric Simmons,Chicago Bulls,CHI,15,PF,6-9,235,"January 3, 1986",us,1,North Carolina State University,/players/s/simmoce01.html
Joe Smith,Chicago Bulls,CHI,32,PF,6-10,225,"July 26, 1975",us,12,University of Maryland,/players/s/smithjo02.html
Tyrus Thomas,Chicago Bulls,CHI,24,PF,6-9,215,"August 17, 1986",us,1,Louisiana State University,/players/t/thomaty01.html
Ben Wallace,Chicago Bulls,CHI,3,C,6-9,240,"September 10, 1974",us,11,Virginia Union University,/players/w/wallabe01.html
Lance Allred,Cleveland Cavaliers,CLE,41,C,6-11,250,"February 2, 1981",us,R,Weber State University,/players/a/allrela01.html
Devin Brown,Cleveland Cavaliers,CLE,33,SG,6-5,220,"December 30, 1978",us,5,University of Texas at San Antonio,/players/b/brownde02.html
Shannon Brown,Cleveland Cavaliers,CLE,6,SG,6-4,205,"November 29, 1985",us,1,Michigan State University,/players/b/brownsh01.html
Kaniel Dickens,Cleveland Cavaliers,CLE,45,PF,6-8,215,"July 21, 1978",us,2,University of Idaho,/players/d/dickeka01.html
Daniel Gibson,Cleveland Cavaliers,CLE,1,PG,6-2,190,"February 27, 1986",us,1,University of Texas at Austin,/players/g/gibsoda01.html
Drew Gooden,Cleveland Cavaliers,CLE,90,PF,6-10,250,"September 24, 1981",us,5,University of Kansas,/players/g/goodedr01.html
Larry Hughes,Cleveland Cavaliers,CLE,32,PG,6-5,184,"January 23, 1979",us,9,Saint Louis University,/players/h/hughela01.html
Zydrunas Ilgauskas,Cleveland Cavaliers,CLE,11,C,7-3,238,"June 5, 1975",lt,9,,/players/i/ilgauzy01.html
LeBron James,Cleveland Cavaliers,CLE,23,SF,6-8,250,"December 30, 1984",us,4,,/players/j/jamesle01.html
Damon Jones,Cleveland Cavaliers,CLE,19,SG,6-3,185,"August 25, 1976",us,9,University of Houston,/players/j/jonesda01.html
Dwayne Jones,Cleveland Cavaliers,CLE,27,PF,6-11,250,"June 9, 1983",us,2,Saint Joseph's University,/players/j/jonesdw02.html
Donyell Marshall,Cleveland Cavaliers,CLE,24,PF,6-9,218,"May 18, 1973",us,13,University of Connecticut,/players/m/marshdo01.html
Ira Newble,Cleveland Cavaliers,CLE,14,SG,6-7,220,"January 20, 1975",us,7,Miami University,/players/n/newblir01.html
Demetris Nichols,Cleveland Cavaliers,CLE,35,SF,6-8,216,"September 4, 1984",us,R,Syracuse University,/players/n/nichode01.html
Sasha Pavlovic,Cleveland Cavaliers,CLE,3,SG,6-8,220,"November 15, 1983",me,4,,/players/p/pavloal01.html
Cedric Simmons,Cleveland Cavaliers,CLE,15,PF,6-9,235,"January 3, 1986",us,1,North Carolina State University,/players/s/simmoce01.html
Joe Smith,Cleveland Cavaliers,CLE,32,PF,6-10,225,"July 26, 1975",us,12,University of Maryland,/players/s/smithjo02.html
Eric Snow,Cleveland Cavaliers,CLE,20,PG,6-3,190,"April 24, 1973",us,12,Michigan State University,/players/s/snower01.html
Wally Szczerbiak,Cleveland Cavaliers,CLE,10,SF,6-7,244,"March 5, 1977",es,8,Miami University,/players/s/szczewa02.html
Billy Thomas,Cleveland Cavaliers,CLE,12,SF,6-4,208,"December 23, 1975",us,2,University of Kansas,/players/t/thomabi01.html
Anderson Varejao,Cleveland Cavaliers,CLE,17,C,6-10,273,"September 28, 1982",br,3,,/players/v/varejan01.html
Ben Wallace,Cleveland Cavaliers,CLE,4,PF,6-9,240,"September 10, 1974",us,11,Virginia Union University,/players/w/wallabe01.html
Delonte West,Cleveland Cavaliers,CLE,13,PG,6-4,180,"July 26, 1983",us,3,Saint Joseph's University,/players/w/westde01.html
Maurice Ager,Dallas Mavericks,DAL,13,SG,6-5,202,"February 9, 1984",us,1,Michigan State University,/players/a/agerma01.html
Malik Allen,Dallas Mavericks,DAL,30,PF,6-10,255,"June 27, 1978",us,6,Villanova University,/players/a/allenma01.html
J.J. Barea,Dallas Mavericks,DAL,11,PG,6-0,185,"June 26, 1984",pr,1,Northeastern University,/players/b/bareajo01.html
Brandon Bass,Dallas Mavericks,DAL,32,C,6-8,250,"April 30, 1985",us,2,Louisiana State University,/players/b/bassbr01.html
Erick Dampier,Dallas Mavericks,DAL,25,C,6-11,265,"July 14, 1975",us,11,Mississippi State University,/players/d/dampier01.html
DeSagana Diop,Dallas Mavericks,DAL,7,C,7-0,300,"January 30, 1982",sn,6,,/players/d/diopde01.html
Nick Fazekas,Dallas Mavericks,DAL,20,PF,6-11,235,"June 17, 1985",us,R,"University of Nevada, Reno",/players/f/fazekni01.html
Devean George,Dallas Mavericks,DAL,40,SF,6-8,220,"August 29, 1977",us,8,Augsburg College,/players/g/georgde01.html
Devin Harris,Dallas Mavericks,DAL,34,PG,6-3,192,"February 27, 1983",us,3,University of Wisconsin,/players/h/harride01.html
Trenton Hassell,Dallas Mavericks,DAL,23,SG,6-5,200,"March 4, 1979",us,6,Austin Peay State University,/players/h/hassetr01.html
Josh Howard,Dallas Mavericks,DAL,5,SF,6-7,210,"April 28, 1980",us,4,Wake Forest University,/players/h/howarjo01.html
Juwan Howard,Dallas Mavericks,DAL,55,PF,6-9,240,"February 7, 1973",us,13,University of Michigan,/players/h/howarju01.html
Eddie Jones,Dallas Mavericks,DAL,6,SG,6-6,190,"October 20, 1971",us,13,Temple University,/players/j/jonesed02.html
Jason Kidd,Dallas Mavericks,DAL,2,PG,6-4,205,"March 23, 1973",us,13,University of California,/players/k/kiddja01.html
Tyronn Lue,Dallas Mavericks,DAL,10,PG,6-0,175,"May 3, 1977",us,9,University of Nebraska,/players/l/luety01.html
Jamaal Magloire,Dallas Mavericks,DAL,20,C,6-11,259,"May 21, 1978",ca,7,University of Kentucky,/players/m/magloja01.html
Dirk Nowitzki,Dallas Mavericks,DAL,41,PF,7-0,245,"June 19, 1978",de,9,,/players/n/nowitdi01.html
Jerry Stackhouse,Dallas Mavericks,DAL,42,SG,6-6,218,"November 5, 1974",us,12,University of North Carolina,/players/s/stackje01.html
Jason Terry,Dallas Mavericks,DAL,31,SG,6-2,185,"September 15, 1977",us,8,University of Arizona,/players/t/terryja01.html
Antoine Wright,Dallas Mavericks,DAL,21,SG,6-7,210,"February 6, 1984",us,2,Texas A&M University,/players/w/wrighan01.html
Carmelo Anthony,Denver Nuggets,DEN,15,SF,6-8,240,"May 29, 1984",us,4,Syracuse University,/players/a/anthoca01.html
Chucky Atkins,Denver Nuggets,DEN,12,SG,5-11,160,"August 14, 1974",us,8,University of South Florida,/players/a/atkinch01.html
Marcus Camby,Denver Nuggets,DEN,23,C,6-11,220,"March 22, 1974",us,11,University of Massachusetts Amherst,/players/c/cambyma01.html
Anthony Carter,Denver Nuggets,DEN,25,PG,6-1,190,"June 16, 1975",us,8,University of Hawaii,/players/c/cartean01.html
Yakhouba Diawara,Denver Nuggets,DEN,5,SG,6-7,225,"August 29, 1982",fr,1,Pepperdine University,/players/d/diawaya01.html
Taurean Green,Denver Nuggets,DEN,0,SG,6-0,177,"November 28, 1986",us,R,University of Florida,/players/g/greenta01.html
Nene Hilario,Denver Nuggets,DEN,31,PF,6-11,250,"September 13, 1982",br,5,,/players/h/hilarne01.html
Steven Hunter,Denver Nuggets,DEN,45,C,7-0,220,"October 31, 1981",us,6,DePaul University,/players/h/huntest01.html
Allen Iverson,Denver Nuggets,DEN,3,SG,6-0,165,"June 7, 1975",us,11,Georgetown University,/players/i/iversal01.html
Bobby Jones,Denver Nuggets,DEN,11,C,6-7,215,"January 9, 1984",us,1,University of Washington,/players/j/jonesbo02.html
Linas Kleiza,Denver Nuggets,DEN,43,SF,6-8,245,"January 3, 1985",lt,2,University of Missouri,/players/k/kleizli01.html
Kenyon Martin,Denver Nuggets,DEN,4,PF,6-9,234,"December 30, 1977",us,7,University of Cincinnati,/players/m/martike01.html
Jelani McCoy,Denver Nuggets,DEN,34,C,6-10,245,"December 6, 1977",us,7,"University of California, Los Angeles",/players/m/mccoyje01.html
Eduardo Najera,Denver Nuggets,DEN,21,PF,6-8,240,"July 11, 1976",mx,7,University of Oklahoma,/players/n/najered01.html
J.R. Smith,Denver Nuggets,DEN,1,SG,6-6,225,"September 9, 1985",us,3,,/players/s/smithjr01.html
Von Wafer,Denver Nuggets,DEN,22,SG,6-5,210,"July 21, 1985",us,2,Florida State University,/players/w/wafervo01.html
Mike Wilks,Denver Nuggets,DEN,29,PG,5-10,185,"May 7, 1979",us,5,Rice University,/players/w/wilksmi01.html
Arron Afflalo,Detroit Pistons,DET,28,SG,6-5,210,"October 15, 1985",us,R,"University of California, Los Angeles",/players/a/afflaar01.html
Chauncey Billups,Detroit Pistons,DET,1,PG,6-3,202,"September 25, 1976",us,10,University of Colorado,/players/b/billuch01.html
Primoz Brezec,Detroit Pistons,DET,7,C,7-2,252,"October 2, 1979",si,6,,/players/b/brezepr01.html
Juan Dixon,Detroit Pistons,DET,8,PG,6-3,164,"October 9, 1978",us,5,University of Maryland,/players/d/dixonju01.html
Ronald Dupree,Detroit Pistons,DET,12,SF,6-7,209,"January 26, 1981",us,4,Louisiana State University,/players/d/duprero01.html
Richard Hamilton,Detroit Pistons,DET,32,SG,6-6,185,"February 14, 1978",us,8,University of Connecticut,/players/h/hamilri01.html
Jarvis Hayes,Detroit Pistons,DET,9,SF,6-7,220,"August 9, 1981",us,4,University of Georgia,/players/h/hayesja01.html
Walter Herrmann,Detroit Pistons,DET,5,PF,6-9,225,"June 26, 1979",ar,1,,/players/h/herrmwa01.html
Lindsey Hunter,Detroit Pistons,DET,10,PG,6-2,170,"December 3, 1970",us,14,Jackson State University,/players/h/hunteli01.html
Amir Johnson,Detroit Pistons,DET,25,PF,6-9,240,"May 1, 1987",us,2,,/players/j/johnsam01.html
Jason Maxiell,Detroit Pistons,DET,54,C,6-7,260,"February 18, 1983",us,2,University of Cincinnati,/players/m/maxieja01.html
Antonio McDyess,Detroit Pistons,DET,24,PF,6-9,220,"September 7, 1974",us,11,University of Alabama,/players/m/mcdyean01.html
Nazr Mohammed,Detroit Pistons,DET,13,C,6-10,221,"September 5, 1977",us,9,University of Kentucky,/players/m/mohamna01.html
Ronald Murray,Detroit Pistons,DET,6,PG,6-4,190,"July 29, 1979",us,5,Shaw University,/players/m/murraro01.html
Tayshaun Prince,Detroit Pistons,DET,22,SF,6-9,212,"February 28, 1980",us,5,University of Kentucky,/players/p/princta01.html
Theo Ratliff,Detroit Pistons,DET,42,C,6-10,225,"April 17, 1973",us,12,University of Wyoming,/players/r/ratlith01.html
Cheikh Samb,Detroit Pistons,DET,35,C,7-1,245,"October 22, 1984",sn,R,,/players/s/sambch01.html
Rodney Stuckey,Detroit Pistons,DET,3,PG,6-5,210,"April 21, 1986",us,R,Eastern Washington University,/players/s/stuckro01.html
Rasheed Wallace,Detroit Pistons,DET,36,C,6-10,225,"September 17, 1974",us,12,University of North Carolina,/players/w/wallara01.html
Kelenna Azubuike,Golden State Warriors,GSW,7,SG,6-5,220,"December 16, 1983",gb,1,University of Kentucky,/players/a/azubuke01.html
Matt Barnes,Golden State Warriors,GSW,22,PF,6-7,226,"March 9, 1980",us,4,"University of California, Los Angeles",/players/b/barnema02.html
Marco Belinelli,Golden State Warriors,GSW,18,PG,6-5,210,"March 25, 1986",it,R,,/players/b/belinma01.html
Andris Biedrins,Golden State Warriors,GSW,15,C,6-11,240,"April 2, 1986",lv,3,,/players/b/biedran01.html
Austin Croshere,Golden State Warriors,GSW,44,PF,6-9,235,"May 1, 1975",us,10,Providence College,/players/c/croshau01.html
Baron Davis,Golden State Warriors,GSW,5,PG,6-3,209,"April 13, 1979",us,8,"University of California, Los Angeles",/players/d/davisba01.html
Monta Ellis,Golden State Warriors,GSW,8,SG,6-3,185,"October 26, 1985",us,2,,/players/e/ellismo01.html
Al Harrington,Golden State Warriors,GSW,3,C,6-9,230,"February 17, 1980",us,9,,/players/h/harrial01.html
Troy Hudson,Golden State Warriors,GSW,6,PG,6-1,170,"March 13, 1976",us,10,Southern Illinois University,/players/h/hudsotr01.html
Didier Ilunga-Mbenga,Golden State Warriors,GSW,28,C,7-0,245,"December 30, 1980",cd,3,,/players/m/mbengdj01.html
Stephen Jackson,Golden State Warriors,GSW,1,SF,6-8,218,"April 5, 1978",us,7,Butler County Community College,/players/j/jacksst02.html
Stephane Lasme,Golden State Warriors,GSW,12,SF,6-8,215,"December 17, 1982",ga,R,University of Massachusetts Amherst,/players/l/lasmest01.html
Patrick O'Bryant,Golden State Warriors,GSW,26,C,7-0,260,"June 20, 1986",us,1,Bradley University,/players/o/obryapa01.html
Kosta Perovic,Golden State Warriors,GSW,19,C,7-2,240,"February 19, 1985",hr,R,,/players/p/perovko01.html
Mickael Pietrus,Golden State Warriors,GSW,2,SF,6-6,215,"February 7, 1982",gp,4,,/players/p/pietrmi01.html
C.J. Watson,Golden State Warriors,GSW,4-23,PG,6-2,175,"April 17, 1984",us,R,University of Tennessee,/players/w/watsocj01.html
Chris Webber,Golden State Warriors,GSW,4,PF,6-9,245,"March 1, 1973",us,14,University of Michigan,/players/w/webbech01.html
Brandan Wright,Golden State Warriors,GSW,32,PF,6-10,210,"October 5, 1987",us,R,University of North Carolina,/players/w/wrighbr03.html
Rafer Alston,Houston Rockets,HOU,12,PG,6-2,171,"July 24, 1976",us,8,"California State University, Fresno",/players/a/alstora01.html
Shane Battier,Houston Rockets,HOU,31,SF,6-8,220,"September 9, 1978",us,6,Duke University,/players/b/battish01.html
Aaron Brooks,Houston Rockets,HOU,0,PG,6-0,161,"January 14, 1985",us,R,University of Oregon,/players/b/brookaa01.html
Steve Francis,Houston Rockets,HOU,3,PG,6-3,195,"February 21, 1977",us,8,University of Maryland,/players/f/francst01.html
Gerald Green,Houston Rockets,HOU,25,SF,6-7,205,"January 26, 1986",us,2,,/players/g/greenge01.html
Mike Harris,Houston Rockets,HOU,19,PF,6-6,240,"June 15, 1983",us,R,Rice University,/players/h/harrimi01.html
Chuck Hayes,Houston Rockets,HOU,44,PF,6-6,240,"June 11, 1983",us,2,University of Kentucky,/players/h/hayesch01.html
Luther Head,Houston Rockets,HOU,2,SG,6-3,185,"November 26, 1982",us,2,University of Illinois at Urbana-Champaign,/players/h/headlu01.html
Bobby Jackson,Houston Rockets,HOU,8,PG,6-1,185,"March 13, 1973",us,10,University of Minnesota,/players/j/jacksbo01.html
Mike James,Houston Rockets,HOU,7,PG,6-2,188,"June 23, 1975",us,6,Duquesne University,/players/j/jamesmi01.html
Bobby Jones,Houston Rockets,HOU,0,SF,6-7,215,"January 9, 1984",us,1,University of Washington,/players/j/jonesbo02.html
Carl Landry,Houston Rockets,HOU,14,PF,6-9,248,"September 19, 1983",us,R,Purdue University,/players/l/landrca01.html
Tracy McGrady,Houston Rockets,HOU,1,SG,6-8,210,"May 24, 1979",us,10,,/players/m/mcgratr01.html
Yao Ming,Houston Rockets,HOU,11,C,7-6,310,"September 12, 1980",cn,5,,/players/m/mingya01.html
Dikembe Mutombo,Houston Rockets,HOU,55,C,7-2,245,"June 25, 1966",cd,16,Georgetown University,/players/m/mutomdi01.html
Steve Novak,Houston Rockets,HOU,20,SF,6-10,225,"June 13, 1983",us,1,Marquette University,/players/n/novakst01.html
Luis Scola,Houston Rockets,HOU,4,PF,6-9,240,"April 30, 1980",ar,R,,/players/s/scolalu01.html
Kirk Snyder,Houston Rockets,HOU,13,PF,6-6,225,"June 5, 1983",us,3,"University of Nevada, Reno",/players/s/snydeki01.html
Bonzi Wells,Houston Rockets,HOU,6,SG,6-5,210,"September 28, 1976",us,9,Ball State University,/players/w/wellsbo01.html
Justin Williams,Houston Rockets,HOU,30,C,6-10,225,"May 12, 1984",us,1,University of Wyoming,/players/w/williju01.html
Loren Woods,Houston Rockets,HOU,33,C,7-1,245,"June 21, 1978",us,5,University of Arizona,/players/w/woodslo01.html
Marquis Daniels,Indiana Pacers,IND,6,SG,6-6,200,"January 7, 1981",us,4,Auburn University,/players/d/daniema01.html
Travis Diener,Indiana Pacers,IND,12,PG,6-1,175,"March 1, 1982",us,2,Marquette University,/players/d/dienetr01.html
Ike Diogu,Indiana Pacers,IND,1,PF,6-8,250,"September 11, 1983",us,2,Arizona State University,/players/d/dioguik01.html
Mike Dunleavy,Indiana Pacers,IND,17,SG,6-9,230,"September 15, 1980",us,5,Duke University,/players/d/dunlemi02.html
Jeff Foster,Indiana Pacers,IND,10,C,6-11,236,"January 16, 1977",us,8,Texas State University,/players/f/fosteje01.html
Stephen Graham,Indiana Pacers,IND,23,SF,6-6,215,"June 11, 1982",us,2,Oklahoma State University,/players/g/grahast01.html
Danny Granger,Indiana Pacers,IND,33,SF,6-9,222,"April 20, 1983",us,2,University of New Mexico,/players/g/grangda01.html
David Harrison,Indiana Pacers,IND,13,C,7-0,280,"August 15, 1982",us,3,University of Colorado,/players/h/harrida01.html
Troy Murphy,Indiana Pacers,IND,3,PF,6-11,245,"May 2, 1980",us,6,University of Notre Dame,/players/m/murphtr01.html
Ronald Murray,Indiana Pacers,IND,22,PG,6-4,190,"July 29, 1979",us,5,Shaw University,/players/m/murraro01.html
Jermaine O'Neal,Indiana Pacers,IND,7,C,6-11,226,"October 13, 1978",us,11,,/players/o/onealje01.html
Andre Owens,Indiana Pacers,IND,20,PG,6-4,200,"October 31, 1980",us,1,University of Houston,/players/o/owensan01.html
